bbox_width,bbox_height,area,extent,perimeter,num_chars
38.0,38.0,359.0,0.2486149584487535,211.48022890090942,2.0
66.0,34.0,1134.0,0.5053475935828877,323.90663421154017,3.0
18.0,12.0,68.5,0.31712962962962965,47.213203072547905,0.0
9.0,12.0,59.0,0.5462962962962963,34.485281229019165,0.0
4.0,7.0,6.5,0.23214285714285715,16.242640614509586,0.0
91.0,36.0,1205.0,0.36782661782661785,394.8771973848343,4.0
18.0,32.0,184.5,0.3203125,105.84061968326569,1.0
9.0,12.0,67.0,0.6203703703703703,39.313708305358894,0.0
33.0,33.0,605.5,0.5560146923783288,154.81118202209473,2.0
74.0,41.0,1171.5,0.3861239288068557,386.63455605506897,3.0
6.0,5.0,15.5,0.5166666666666667,16.242640614509586,0.0
31.0,33.0,457.0,0.4467253176930596,150.85281169414517,1.0
35.0,34.0,433.5,0.3642857142857143,222.4091602563858,2.0
14.0,31.0,179.5,0.41359447004608296,92.66904664039612,1.0
17.0,32.0,212.0,0.3897058823529412,93.94112479686736,1.0
83.0,33.0,1487.5,0.5430814165753924,326.83556687831884,4.0
34.0,42.0,530.5,0.3714985994397759,203.43859851360318,1.0
25.0,31.0,433.0,0.5587096774193548,99.39696788787842,1.0
13.0,33.0,209.0,0.4871794871794872,90.42640578746796,1.0
38.0,33.0,417.5,0.33293460925039875,238.0660153627396,2.0
34.0,38.0,483.5,0.3742260061919505,140.12489032745358,1.0
5.0,5.0,12.5,0.5,14.242640614509584,0.0
5.0,11.0,11.5,0.20909090909090908,25.071067690849304,0.0
19.0,25.0,180.0,0.37894736842105264,93.74011421203613,1.0
49.0,33.0,577.5,0.35714285714285715,269.52185797691345,3.0
20.0,32.0,265.5,0.41484375,108.32590067386627,1.0
25.0,29.0,422.5,0.5827586206896552,95.0121921300888,1.0
64.0,40.0,865.5,0.3380859375,325.80612874031067,3.0
31.0,31.0,447.5,0.4656607700312175,122.32590079307556,1.0
7.0,7.0,20.5,0.4183673469387755,19.899494647979733,0.0
52.0,30.0,585.0,0.375,239.96550977230072,2.0
77.0,39.0,997.0,0.33200133200133203,366.19090497493744,3.0
55.0,30.0,538.5,0.3263636363636364,255.86500442028046,2.0
61.0,36.0,951.0,0.4330601092896175,281.9066354036331,3.0
5.0,3.0,4.5,0.3,10.242640614509584,0.0
6.0,5.0,16.0,0.5333333333333333,15.656854152679445,0.0
56.0,33.0,886.0,0.4794372294372294,268.10764491558075,3.0
19.0,30.0,215.5,0.3780701754385965,115.15432751178741,1.0
19.0,34.0,166.0,0.25696594427244585,105.25483322143556,1.0
21.0,31.0,244.5,0.3755760368663594,113.49747347831726,1.0
33.0,33.0,350.0,0.3213957759412305,162.36753070354462,1.0
25.0,30.0,373.5,0.498,127.63960886001587,1.0
37.0,32.0,481.5,0.4066722972972973,206.06601560115814,2.0
10.0,16.0,48.5,0.303125,44.870057106018066,0.0
53.0,34.0,725.5,0.40260821309655936,263.37972295284266,3.0
40.0,43.0,604.5,0.351453488372093,288.6934313774109,2.0
52.0,32.0,516.0,0.31009615384615385,254.3086551427841,2.0
14.0,31.0,218.5,0.5034562211981567,87.84061932563782,1.0
49.0,32.0,691.0,0.4406887755102041,204.65180134773254,2.0
49.0,36.0,598.0,0.33900226757369617,261.4802285432816,2.0
73.0,38.0,969.0,0.3493150684931507,367.2203426361084,3.0
112.0,35.0,2013.0,0.5135204081632653,460.4751764535904,5.0
11.0,11.0,59.0,0.48760330578512395,36.97056233882904,0.0
50.0,33.0,557.0,0.3375757575757576,265.13708257675165,2.0
32.0,29.0,359.5,0.3873922413793103,153.98275482654572,1.0
35.0,40.0,498.5,0.3560714285714286,224.0660148859024,2.0
107.0,35.0,1622.0,0.4331108144192256,553.9310190677643,5.0
11.0,26.0,62.5,0.2185314685314685,60.041630148887634,0.0
70.0,34.0,1111.0,0.4668067226890757,353.56348848342896,3.0
65.0,44.0,816.5,0.2854895104895105,301.8061299324036,2.0
5.0,3.0,4.5,0.3,10.242640614509584,0.0
59.0,36.0,803.5,0.3782956685499058,300.6934317350388,3.0
50.0,32.0,583.0,0.364375,247.19595777988442,2.0
26.0,32.0,420.5,0.5054086538461539,100.66904652118684,1.0
78.0,38.0,984.0,0.3319838056680162,409.3036031723023,3.0
19.0,31.0,180.0,0.30560271646859083,105.74011445045471,1.0
5.0,5.0,12.5,0.5,14.242640614509584,0.0
9.0,11.0,33.5,0.3383838383838384,28.38477575778961,0.0
48.0,34.0,597.5,0.36611519607843135,254.208150267601,2.0
53.0,40.0,772.0,0.3641509433962264,315.90663456916815,3.0
82.0,37.0,1324.5,0.4365524060646012,372.0071396827698,4.0
32.0,47.0,591.5,0.3932845744680851,187.92388129234314,1.0
38.0,28.0,492.0,0.462406015037594,174.85281193256378,1.0
9.0,14.0,40.0,0.31746031746031744,34.97056245803833,0.0
68.0,31.0,1170.5,0.5552656546489564,275.72286891937256,3.0
19.0,31.0,202.0,0.3429541595925297,106.9116872549057,1.0
34.0,26.0,381.0,0.4309954751131222,188.71067667007446,2.0
103.0,40.0,1301.0,0.3157766990291262,529.2447274923326,4.0
5.0,3.0,4.5,0.3,10.242640614509584,0.0
87.0,36.0,1370.0,0.4374201787994891,425.3036023378372,4.0
20.0,34.0,183.5,0.2698529411764706,113.15432798862456,1.0
6.0,5.0,17.5,0.5833333333333334,16.242640614509586,0.0
19.0,22.0,172.0,0.4114832535885167,75.59797918796541,1.0
44.0,34.0,465.0,0.3108288770053476,231.622363448143,2.0
38.0,33.0,621.0,0.4952153110047847,201.82337427139282,2.0
5.0,3.0,5.0,0.3333333333333333,10.828427076339722,0.0
23.0,24.0,239.5,0.4338768115942029,107.01219248771669,1.0
57.0,35.0,941.5,0.4719298245614035,300.83556687831884,3.0
33.0,42.0,372.5,0.26875901875901875,170.0660150051117,1.0
5.0,5.0,12.0,0.48,13.656854152679445,0.0
83.0,40.0,1238.5,0.3730421686746988,393.80612909793854,4.0
29.0,39.0,599.5,0.5300618921308576,127.9827550649643,1.0
4.0,3.0,4.0,0.3333333333333333,8.828427076339723,0.0
24.0,30.0,312.0,0.43333333333333335,140.42640626430514,1.0
97.0,35.0,1471.5,0.4334315169366716,398.91882717609406,4.0
10.0,11.0,31.5,0.2863636363636364,30.38477599620819,0.0
64.0,33.0,859.5,0.4069602272727273,314.6934317350388,3.0
45.0,41.0,626.5,0.33956639566395663,228.0660150051117,2.0
23.0,27.0,255.0,0.4106280193236715,100.91168689727785,1.0
26.0,30.0,370.5,0.475,93.84061968326569,1.0
18.0,34.0,234.5,0.3831699346405229,102.66904664039612,1.0
39.0,33.0,498.0,0.3869463869463869,201.8233743906021,2.0
11.0,22.0,67.0,0.2768595041322314,53.798989534378045,0.0
5.0,5.0,12.0,0.48,13.656854152679445,0.0
8.0,14.0,36.5,0.32589285714285715,33.55634868144989,0.0
37.0,31.0,490.0,0.4272013949433304,194.99494743347168,2.0
38.0,33.0,471.0,0.3755980861244019,226.5096664428711,2.0
32.0,45.0,492.0,0.3416666666666667,150.02438461780545,1.0
42.0,30.0,531.5,0.4218253968253968,231.09545266628263,2.0
24.0,31.0,341.5,0.459005376344086,140.32590055465698,1.0
58.0,39.0,949.5,0.4197612732095491,282.20815002918243,2.0
6.0,18.0,37.0,0.3425925925925926,39.313708305358894,0.0
115.0,41.0,1882.5,0.3992576882290562,518.0315248966217,5.0
23.0,29.0,227.0,0.3403298350824588,106.56854140758514,1.0
24.0,32.0,411.5,0.5358072916666666,103.49747347831726,1.0
72.0,36.0,1048.0,0.40432098765432106,335.7056248188019,3.0
13.0,29.0,177.0,0.4694960212201592,93.25483286380768,1.0
9.0,16.0,43.0,0.2986111111111111,37.798989534378045,0.0
68.0,40.0,1090.5,0.4009191176470589,316.4924215078354,3.0
26.0,36.0,532.5,0.5689102564102564,151.98275482654572,1.0
8.0,12.0,31.5,0.328125,29.55634891986847,0.0
111.0,39.0,1774.0,0.4097944097944098,530.2152891159059,5.0
118.0,40.0,1844.0,0.3906779661016949,597.5289981365204,5.0
28.0,24.0,347.5,0.5171130952380952,109.49747347831726,1.0
21.0,27.0,218.5,0.3853615520282187,105.29646301269531,1.0
48.0,32.0,575.0,0.3743489583333333,237.33809316158286,2.0
28.0,42.0,528.0,0.4489795918367347,163.88224971294403,1.0
7.0,4.0,11.5,0.4107142857142857,15.071067690849304,0.0
29.0,36.0,291.0,0.2787356321839081,156.85281169414517,1.0
19.0,32.0,146.0,0.2401315789473684,100.42640602588655,1.0
62.0,38.0,1101.0,0.4673174872665535,305.0782076120377,3.0
10.0,17.0,53.0,0.3117647058823529,42.97056245803833,0.0
7.0,12.0,34.0,0.4047619047619048,29.31370830535889,0.0
64.0,31.0,872.5,0.4397681451612903,290.35028612613684,3.0
43.0,30.0,573.5,0.4445736434108527,196.75230658054352,2.0
17.0,32.0,205.0,0.3768382352941176,112.08326005935669,1.0
65.0,36.0,848.0,0.3623931623931624,322.10764539241785,3.0
26.0,37.0,415.5,0.4319126819126819,116.3259003162384,1.0
7.0,15.0,38.5,0.3666666666666665,34.727921724319465,0.0
126.0,33.0,1680.5,0.40416065416065416,574.3990551233293,5.0
69.0,36.0,1065.5,0.4289452495974235,281.23758804798126,3.0
48.0,44.0,571.0,0.2703598484848485,249.62236392498016,2.0
7.0,10.0,26.0,0.3714285714285713,25.31370830535889,0.0
23.0,33.0,344.0,0.453227931488801,106.42640590667723,1.0
19.0,33.0,183.5,0.2926634768740032,109.84061968326569,1.0
74.0,34.0,1218.0,0.4841017488076312,342.4507902860641,3.0
15.0,23.0,126.0,0.3652173913043478,69.11269783973694,1.0
41.0,31.0,552.5,0.4346970889063729,254.6934312582016,2.0
44.0,38.0,529.5,0.3166866028708134,216.7523068189621,2.0
21.0,25.0,180.0,0.3428571428571429,101.05382227897644,1.0
65.0,35.0,1099.0,0.4830769230769231,294.7939367294312,3.0
32.0,35.0,382.5,0.34151785714285715,164.46803617477414,1.0
6.0,12.0,33.5,0.4652777777777778,27.899494767189022,0.0
142.0,36.0,1842.5,0.3604264475743349,700.2813042402267,5.0
20.0,24.0,196.5,0.409375,92.32590019702913,1.0
96.0,44.0,1483.5,0.35120738636363635,489.345232963562,4.0
45.0,30.0,468.0,0.3466666666666667,231.48022866249084,2.0
68.0,40.0,741.0,0.2724264705882353,416.3330402374268,3.0
9.0,28.0,66.5,0.2638888888888889,62.38477599620819,0.0
15.0,30.0,192.5,0.42777777777777776,84.18376529216765,1.0
42.0,34.0,682.0,0.4775910364145658,192.1665199995041,2.0
41.0,32.0,563.5,0.4294969512195122,228.89444196224213,2.0
5.0,5.0,12.5,0.5,14.242640614509584,0.0
24.0,31.0,439.5,0.5907258064516129,123.49747335910796,1.0
61.0,36.0,870.5,0.39640255009107467,313.03657734394073,3.0
16.0,30.0,195.0,0.40625,103.25483298301695,1.0
5.0,5.0,12.5,0.5,14.242640614509584,0.0
26.0,25.0,289.0,0.44461538461538463,111.39696860313416,1.0
24.0,22.0,248.0,0.4696969696969697,77.25483274459839,1.0
18.0,32.0,204.0,0.3541666666666667,119.39696836471558,1.0
37.0,33.0,346.0,0.2833742833742834,200.5096664428711,2.0
5.0,3.0,5.0,0.3333333333333333,10.828427076339722,0.0
8.0,8.0,33.0,0.515625,25.3137081861496,0.0
20.0,32.0,176.5,0.27578125,109.982754945755,1.0
84.0,37.0,1164.0,0.3745173745173745,460.6761865615845,4.0
20.0,24.0,190.0,0.3958333333333333,99.88224935531616,1.0
41.0,31.0,621.0,0.4885916601101495,213.68123888969413,2.0
32.0,25.0,348.5,0.435625,149.98275506496432,1.0
13.0,22.0,120.0,0.4195804195804196,65.45584368705751,1.0
7.0,5.0,20.5,0.5857142857142857,18.242640614509586,0.0
12.0,8.0,53.0,0.5520833333333334,35.313708305358894,0.0
7.0,11.0,41.5,0.5389610389610391,30.72792184352875,0.0
8.0,13.0,35.5,0.34134615384615385,31.55634880065918,0.0
25.0,28.0,423.5,0.605,108.18376541137695,1.0
5.0,5.0,13.0,0.52,14.828427076339722,0.0
62.0,34.0,967.5,0.458965844402277,259.865003824234,3.0
24.0,30.0,259.0,0.3597222222222222,134.71067643165588,1.0
9.0,15.0,55.5,0.4111111111111111,42.38477599620817,0.0
60.0,32.0,913.0,0.4755208333333333,237.62236380577087,3.0
5.0,5.0,11.0,0.44,14.828427076339722,0.0
40.0,31.0,564.5,0.455241935483871,225.37972331047058,2.0
13.0,22.0,122.0,0.42657342657342656,63.11269783973694,1.0
23.0,30.0,332.0,0.4811594202898551,152.56854116916656,1.0
22.0,31.0,453.0,0.6642228739002932,102.08326029777528,1.0
5.0,7.0,12.5,0.35714285714285715,21.071067690849304,0.0
9.0,11.0,34.0,0.3434343434343434,28.97056233882904,0.0
38.0,32.0,708.5,0.5826480263157895,145.63960909843442,2.0
16.0,9.0,71.5,0.4965277777777778,51.55634891986847,0.0
5.0,5.0,10.5,0.42,13.071067690849304,0.0
40.0,33.0,406.0,0.3075757575757576,204.5096654891968,2.0
25.0,31.0,426.0,0.5496774193548387,100.0832599401474,1.0
50.0,35.0,618.5,0.3534285714285714,255.52185881137848,2.0
32.0,25.0,375.5,0.469375,140.46803605556488,1.0
102.0,39.0,1312.0,0.3298139768728004,476.759446978569,4.0
5.0,5.0,13.0,0.52,14.828427076339722,0.0
33.0,32.0,374.5,0.3546401515151515,154.9533174037933,1.0
83.0,33.0,1316.5,0.4806498722161373,396.0903995037079,4.0
10.0,11.0,36.5,0.33181818181818185,30.38477599620819,0.0
108.0,44.0,1584.5,0.3334385521885522,518.9432116746901,5.0
5.0,5.0,13.0,0.52,14.828427076339722,0.0
108.0,36.0,1872.5,0.4816100823045267,556.5168052911758,5.0
69.0,31.0,920.0,0.4301075268817205,349.220342874527,3.0
38.0,37.0,599.5,0.4263869132290185,176.26702535152438,2.0
9.0,16.0,52.5,0.3645833333333333,42.38477599620817,0.0
7.0,7.0,21.0,0.42857142857142855,19.3137081861496,0.0
50.0,29.0,554.5,0.38241379310344825,232.06601512432098,2.0
58.0,30.0,798.5,0.4589080459770115,254.20815002918243,3.0
9.0,12.0,58.0,0.5370370370370371,36.14213526248932,0.0
77.0,37.0,1300.5,0.4564759564759565,374.918826341629,4.0
21.0,37.0,342.5,0.4407979407979408,117.15432786941528,1.0
7.0,6.0,16.0,0.3809523809523809,18.485281229019165,0.0
31.0,27.0,350.5,0.4187574671445639,129.98275470733645,1.0
4.0,5.0,10.0,0.5,12.828427076339722,0.0
88.0,34.0,1272.0,0.42513368983957217,434.4163007736206,4.0
9.0,9.0,33.0,0.4074074074074074,24.97056233882904,0.0
19.0,23.0,231.0,0.528604118993135,103.4558436870575,1.0
35.0,26.0,401.5,0.4412087912087912,152.81118166446691,2.0
44.0,37.0,655.5,0.4026412776412777,262.20815014839167,2.0
13.0,5.0,30.0,0.4615384615384616,29.656854152679443,0.0
61.0,29.0,808.0,0.4567552289429056,258.79393661022186,2.0
45.0,31.0,654.0,0.4688172043010753,208.9949471950531,2.0
7.0,8.0,23.0,0.4107142857142857,21.3137081861496,0.0
18.0,32.0,179.0,0.3107638888888889,100.911687374115,1.0
8.0,9.0,28.0,0.3888888888888889,24.14213526248932,0.0
22.0,31.0,296.0,0.4340175953079179,143.7401143312454,1.0
23.0,27.0,278.0,0.4476650563607085,118.42640590667723,1.0
20.0,30.0,178.5,0.2975,97.01219260692595,1.0
50.0,44.0,643.0,0.2922727272727273,207.48022830486298,2.0
74.0,35.0,1074.5,0.4148648648648649,379.80612909793854,4.0
35.0,41.0,392.0,0.2731707317073171,178.02438473701474,1.0
6.0,7.0,20.0,0.4761904761904762,18.485281229019165,0.0
19.0,23.0,165.0,0.37757437070938216,88.42640590667725,1.0
78.0,38.0,1276.0,0.43049932523616735,301.9066346883774,4.0
5.0,3.0,4.5,0.3,10.242640614509584,0.0
8.0,15.0,44.0,0.3666666666666665,36.14213538169861,0.0
22.0,23.0,181.0,0.3577075098814229,94.42640614509584,1.0
19.0,30.0,189.0,0.33157894736842103,110.56854128837584,1.0
43.0,42.0,907.0,0.5022148394241418,202.0243847370148,2.0
31.0,38.0,304.5,0.25848896434634977,173.78174448013306,1.0
94.0,30.0,1132.5,0.4015957446808511,404.0903993844986,4.0
23.0,30.0,278.0,0.4028985507246377,98.911687374115,1.0
13.0,32.0,192.5,0.4627403846153846,85.3553384542465,1.0
20.0,30.0,197.5,0.32916666666666666,100.66904664039612,1.0
23.0,32.0,437.0,0.59375,100.42640602588655,1.0
85.0,39.0,1279.0,0.3858220211161388,383.36247777938837,3.0
7.0,23.0,55.5,0.3447204968944099,50.72792184352875,0.0
99.0,37.0,1567.0,0.4277914277914278,514.6173111200334,4.0
23.0,40.0,280.5,0.3048913043478261,143.98275482654572,1.0
120.0,33.0,1694.5,0.4279040404040404,506.173660159111,5.0
8.0,21.0,69.5,0.41369047619047616,52.041630148887634,0.0
42.0,29.0,388.5,0.3189655172413793,197.78174436092377,2.0
24.0,22.0,262.0,0.4962121212121212,89.59797883033752,1.0
20.0,26.0,201.5,0.3875,103.63960886001587,1.0
32.0,32.0,404.0,0.39453125,145.53910350799558,1.0
24.0,30.0,415.0,0.5763888888888888,114.08326005935669,1.0
94.0,41.0,1229.5,0.31901920083030616,457.6883795261383,4.0
22.0,35.0,193.5,0.2512987012987013,111.49747371673584,1.0
96.0,44.0,1540.5,0.3647017045454545,430.5756812095642,4.0
19.0,31.0,214.5,0.3641765704584041,109.49747359752656,1.0
59.0,37.0,750.0,0.3435639028859368,321.2792180776596,3.0
34.0,32.0,491.0,0.4512867647058824,126.91168701648712,1.0
5.0,3.0,4.5,0.3,10.242640614509584,0.0
50.0,34.0,796.0,0.4682352941176471,249.82337474822998,2.0
70.0,43.0,954.0,0.3169435215946844,360.7350614070892,3.0
98.0,39.0,1392.0,0.3642072213500785,437.1025922298432,4.0
20.0,31.0,337.0,0.5435483870967742,126.22539532184601,1.0
34.0,29.0,385.0,0.3904665314401623,145.05382251739505,1.0
41.0,25.0,547.5,0.5341463414634147,222.26702535152438,2.0
45.0,33.0,570.0,0.3838383838383838,200.50966608524325,2.0
8.0,17.0,43.5,0.31985294117647056,39.55634868144989,0.0
22.0,29.0,291.0,0.4561128526645768,85.25483322143555,1.0
40.0,38.0,575.0,0.3782894736842105,202.02438509464264,2.0
20.0,32.0,193.0,0.3015625,112.56854116916656,1.0
27.0,31.0,426.0,0.5089605734767025,104.91168701648712,1.0
6.0,7.0,21.0,0.5,18.485281229019165,0.0
76.0,31.0,1033.5,0.4386672325976231,320.6934316158295,3.0
44.0,44.0,885.5,0.4573863636363637,225.09545242786407,2.0
26.0,26.0,241.5,0.3572485207100592,130.81118214130402,1.0
66.0,38.0,933.0,0.3720095693779905,316.2497804164886,3.0
15.0,32.0,215.5,0.44895833333333335,90.66904664039612,1.0
6.0,5.0,16.5,0.55,17.071067690849304,0.0
8.0,8.0,24.0,0.375,22.142135500907887,0.0
10.0,10.0,53.0,0.53,34.97056257724762,0.0
19.0,31.0,301.5,0.5118845500848896,92.18376541137695,1.0
24.0,33.0,445.0,0.5618686868686869,112.42640590667723,1.0
42.0,33.0,689.5,0.4974747474747474,193.43859851360318,2.0
20.0,33.0,221.0,0.33484848484848484,124.22539567947388,1.0
45.0,33.0,688.5,0.4636363636363636,192.2670255899429,2.0
28.0,33.0,416.5,0.4507575757575758,151.29646289348602,1.0
39.0,32.0,489.0,0.3918269230769231,182.99494683742523,2.0
20.0,27.0,196.0,0.362962962962963,99.74011433124542,1.0
82.0,30.0,1187.5,0.4827235772357724,303.17871236801153,3.0
14.0,31.0,199.0,0.4585253456221198,87.25483286380768,1.0
23.0,22.0,201.5,0.39822134387351776,105.63960886001587,1.0
54.0,31.0,657.0,0.3924731182795699,237.7644990682602,2.0
42.0,32.0,572.5,0.4259672619047619,197.9238797426224,2.0
92.0,36.0,1023.5,0.3090277777777778,416.9777022600174,4.0
34.0,36.0,515.0,0.4207516339869281,145.05382251739505,1.0
10.0,16.0,47.0,0.29375,39.798989534378045,0.0
6.0,6.0,17.0,0.4722222222222222,16.485281229019165,0.0
45.0,32.0,566.5,0.39340277777777777,248.40916061401367,2.0
77.0,34.0,1070.5,0.408899923605806,378.0903996229172,3.0
10.0,5.0,25.5,0.51,23.071067690849304,0.0
19.0,24.0,181.5,0.3980263157894737,91.98275470733644,1.0
63.0,29.0,805.5,0.4408866995073892,294.8355667591095,3.0
19.0,29.0,280.0,0.5081669691470054,87.59797871112823,1.0
109.0,39.0,1524.5,0.3586215008233357,556.8599517345428,5.0
9.0,9.0,28.0,0.3456790123456789,24.97056233882904,0.0
44.0,31.0,615.5,0.4512463343108504,227.9238796234131,2.0
89.0,50.0,1178.0,0.2647191011235955,486.8183217048645,3.0
15.0,22.0,138.5,0.4196969696969697,68.52691125869751,1.0
55.0,37.0,702.5,0.3452088452088452,243.37972342967987,2.0
45.0,33.0,650.0,0.4377104377104377,208.30865478515625,2.0
20.0,24.0,184.0,0.38333333333333336,97.05382215976715,1.0
34.0,30.0,423.5,0.4151960784313726,186.26702523231504,1.0
22.0,31.0,450.0,0.6598240469208211,100.91168713569641,1.0
43.0,33.0,905.5,0.6381254404510218,183.9238797426224,2.0
9.0,21.0,61.0,0.32275132275132273,48.97056245803833,0.0
21.0,30.0,288.0,0.4571428571428571,92.0832599401474,1.0
20.0,32.0,168.5,0.26328125,108.32590055465698,1.0
61.0,38.0,1108.5,0.478213977566868,282.49242067337036,3.0
34.0,28.0,397.0,0.4170168067226891,170.56854140758512,1.0
6.0,8.0,22.0,0.4583333333333333,20.485281229019165,0.0
38.0,41.0,541.0,0.3472400513478819,210.3086553812027,2.0
48.0,31.0,654.0,0.4395161290322581,200.50966715812683,2.0
14.0,10.0,81.0,0.5785714285714286,40.48528122901917,0.0
6.0,10.0,30.0,0.5,24.485281229019165,0.0
113.0,37.0,1675.5,0.4007414494140158,515.4873681068419,5.0
21.0,28.0,232.0,0.3945578231292517,102.08326005935669,1.0
17.0,23.0,149.5,0.38235294117647056,79.0121922492981,1.0
40.0,31.0,501.0,0.40403225806451615,224.16652011871338,1.0
38.0,34.0,468.5,0.36261609907120745,212.06601524353027,2.0
31.0,26.0,268.0,0.3325062034739454,122.22539532184601,1.0
91.0,40.0,1648.5,0.4528846153846154,356.1492748260498,4.0
5.0,5.0,12.0,0.48,13.656854152679445,0.0
135.0,43.0,1671.5,0.2879414298018949,716.5411902666092,5.0
36.0,30.0,652.5,0.6041666666666666,162.95331704616547,2.0
87.0,44.0,1177.0,0.3074712643678161,460.39191591739655,3.0
4.0,3.0,2.5,0.2083333333333333,8.242640614509583,0.0
43.0,33.0,646.0,0.4552501761804088,198.65180099010468,2.0
80.0,41.0,892.5,0.27210365853658536,375.9482649564743,3.0
32.0,22.0,355.0,0.5042613636363636,131.74011421203613,1.0
55.0,25.0,729.5,0.5305454545454545,241.78174436092377,2.0
41.0,33.0,521.5,0.38543976348854403,186.6101715564728,2.0
5.0,5.0,13.5,0.54,14.242640614509584,0.0
8.0,7.0,23.5,0.4196428571428572,20.727921843528744,0.0
5.0,5.0,12.0,0.48,13.656854152679445,0.0
18.0,32.0,221.0,0.3836805555555556,95.59797906875609,1.0
63.0,34.0,964.0,0.4500466853408029,285.4213531017304,3.0
36.0,39.0,403.0,0.28703703703703703,189.82337391376493,1.0
6.0,5.0,17.5,0.5833333333333334,16.242640614509586,0.0
38.0,38.0,377.5,0.2614265927977839,210.7523066997528,2.0
66.0,33.0,1087.0,0.4990817263544536,317.4213535785675,3.0
18.0,11.0,66.0,0.3333333333333333,45.798989534378045,0.0
8.0,15.0,39.5,0.32916666666666666,35.55634880065918,0.0
44.0,37.0,867.5,0.5328624078624079,184.6101710796356,2.0
58.0,38.0,793.5,0.36002722323049,328.9777020215988,3.0
